tau,sigma,tau_after,sigma_after,switch_cycle,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.1,0.05,0.0,0.0,,20,0.12021390957169617,0.1313367373259957,0.02053213126996484,0.0708658582679958,0.143070713857996,1.0,0.534865930268004,0.6550798398397002
