tau,sigma,tau_after,sigma_after,switch_cycle,cycle,s1_mean,s1_std,s2_mean,s2_std
0.1,0.05,0.0,0.0,,53,0.6871486257019999,0.005276521302336656,0.31285137429800003,0.005276521302336665
0.1,0.05,0.0,0.0,,54,0.68623462753,0.005076552608594862,0.31376537247,0.005076552608594896
0.1,0.05,0.0,0.0,,55,0.6853876292239999,0.004898365444082125,0.31461237077600007,0.0048983654440821174
0.1,0.05,0.0,0.0,,56,0.6845726308540001,0.0047171541871279575,0.315427369146,0.004717154187127947
0.1,0.05,0.0,0.0,,57,0.683787632424,0.0045611283166589215,0.31621236757599996,0.004561128316658944
0.1,0.05,0.0,0.0,,58,0.6829906340180001,0.004411237450865206,0.3170093659819999,0.004411237450865193
0.1,0.05,0.0,0.0,,59,0.682300635398,0.0042620467004078535,0.3176993646019999,0.00426204670040783
0.1,0.05,0.0,0.0,,60,0.6816176367640001,0.004169777215939878,0.31838236323599994,0.004169777215939892
0.1,0.05,0.0,0.0,,61,0.680977638044,0.004079258545435091,0.31902236195599987,0.004079258545435083
0.1,0.05,0.0,0.0,,62,0.6803766392460002,0.003949144042636362,0.31962336075399983,0.003949144042636364
0.1,0.05,0.0,0.0,,63,0.6797926404140002,0.0038382609846939384,0.32020735958599983,0.0038382609846939445
0.1,0.05,0.0,0.0,,64,0.6792166415660003,0.0036945591761440174,0.3207833584339998,0.0036945591761440243
0.1,0.05,0.0,0.0,,65,0.6765686468620001,0.009171370750196469,0.32343135313799987,0.009171370750196467
0.1,0.05,0.0,0.0,,66,0.6759506480980002,0.009863325440885204,0.3240493519019999,0.009863325440885208
0.1,0.05,0.0,0.0,,67,0.6755406489180001,0.009546490823119449,0.32445935108199986,0.009546490823119449
0.1,0.05,0.0,0.0,,68,0.6751646496700001,0.009253771327714095,0.32483535032999983,0.009253771327714065
0.1,0.05,0.0,0.0,,69,0.6748146503700001,0.008940571702582048,0.32518534962999984,0.008940571702582055
0.1,0.05,0.0,0.0,,70,0.6744216511560002,0.008640896168911734,0.3255783488439998,0.008640896168911755
0.1,0.05,0.0,0.0,,71,0.6740886518220001,0.008302666473963579,0.3259113481779999,0.008302666473963561
0.1,0.05,0.0,0.0,,72,0.6737876524240002,0.007980653843026087,0.3262123475759998,0.00798065384302608
0.1,0.05,0.0,0.0,,73,0.6735166529660003,0.007627680195709263,0.3264833470339998,0.007627680195709268
0.1,0.05,0.0,0.0,,74,0.6732566534860002,0.0073103882768677355,0.32674334651399983,0.007310388276867734
0.1,0.05,0.0,0.0,,75,0.6730036539920002,0.0070292319143964365,0.32699634600799976,0.007029231914396443
0.1,0.05,0.0,0.0,,76,0.6727406545180001,0.006787961782997172,0.32725934548199975,0.006787961782997156
0.1,0.05,0.0,0.0,,77,0.6725066549860002,0.006526768292310804,0.3274933450139998,0.006526768292310787
0.1,0.05,0.0,0.0,,78,0.6723256553480002,0.006255060715054971,0.3276743446519998,0.00625506071505497
0.1,0.05,0.0,0.0,,79,0.6721296557400002,0.006047976695435014,0.32787034425999984,0.006047976695435022
0.1,0.05,0.0,0.0,,80,0.6719306561380002,0.0058174230502637155,0.3280693438619998,0.005817423050263716
0.1,0.05,0.0,0.0,,81,0.6717756564480002,0.0056048310576861955,0.3282243435519998,0.005604831057686215
0.1,0.05,0.0,0.0,,82,0.6715746568500002,0.005415902854027665,0.3284253431499998,0.005415902854027656
0.1,0.05,0.0,0.0,,83,0.6684286631420002,0.014424283193713838,0.33157133685799983,0.014424283193713833
0.1,0.05,0.0,0.0,,84,0.6681066637860003,0.01504608746958821,0.33189333621399975,0.015046087469588212
0.1,0.05,0.0,0.0,,85,0.6680666638660002,0.014488488836082837,0.3319333361339998,0.0144884888360828
0.1,0.05,0.0,0.0,,86,0.6664516670960002,0.015432059283164865,0.33354833290399977,0.01543205928316486
0.1,0.05,0.0,0.0,,87,0.6628476743040002,0.020224389176823745,0.3371523256959998,0.02022438917682373
0.1,0.05,0.0,0.0,,88,0.6621576756840002,0.021756713113965903,0.3378423243159998,0.021756713113965882
0.1,0.05,0.0,0.0,,89,0.6575256849480001,0.0240109337637898,0.3424743150519998,0.02401093376378981
0.1,0.05,0.0,0.0,,90,0.6562566874860002,0.026585652742619426,0.3437433125139998,0.026585652742619415
0.1,0.05,0.0,0.0,,91,0.6535236929520002,0.027372001386951207,0.3464763070479998,0.0273720013869512
0.1,0.05,0.0,0.0,,92,0.6507976984040001,0.02846539315198148,0.3492023015959998,0.0284653931519815
0.1,0.05,0.0,0.0,,93,0.6488817022360001,0.032358190977807635,0.3511182977639999,0.032358190977807635
0.1,0.05,0.0,0.0,,94,0.6494397011200002,0.03166099228418921,0.3505602988799999,0.031660992284189164
0.1,0.05,0.0,0.0,,95,0.645350709298,0.03972328897724453,0.35464929070199996,0.039723288977244545
0.1,0.05,0.0,0.0,,96,0.6372777254440001,0.04410375380182795,0.3627222745559999,0.04410375380182792
0.1,0.05,0.0,0.0,,97,0.6300867398260002,0.05055132400070111,0.3699132601739997,0.050551324000701114
0.1,0.05,0.0,0.0,,98,0.6320697358600003,0.04595297224919337,0.36793026413999963,0.045952972249193355
0.1,0.05,0.0,0.0,,99,0.6290467419060005,0.042620128039189416,0.3709532580939995,0.0426201280391894
