run_id,cycle,tau_t,sigma_t,switch_cycle,tau,sigma,tau_after,sigma_after,s1,s2,peer_signal,price_1,markup_1,unit_cost_1,quantity_1,profit_1,elasticity_1,price_2,markup_2,unit_cost_2,quantity_2,profit_2,elasticity_2,rho,gamma,delta
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,0,0.1,0.05,90,0.1,0.05,0.0,0.0,0.5180599638800041,0.481940036119996,0.5180599638800041,1.0945,0.1,0.995,259.029981940002,,,1.1605,0.1,1.055,240.97001805999798,,,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,1,0.1,0.05,90,0.1,0.05,0.0,0.0,0.5453599092800011,0.45464009071999884,0.5453599092800011,1.0949074141000212,0.10040946140705644,0.995,272.6799546400006,,10.243064371395086,1.7472861064944425,0.6561953616061068,1.055,227.32004535999943,,1.0890955332504941,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,2,0.1,0.05,90,0.1,0.05,0.0,0.0,0.6163597672800009,0.3836402327199992,0.6163597672800009,1.0900639829190153,0.09554169137589492,0.995,308.1798836400004,,328.43290680256325,2.7149218011697194,1.5733855935258005,1.055,191.8201163599996,,0.41971147454829566,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,3,0.1,0.05,90,0.1,0.05,0.0,0.0,0.7004195991600006,0.2995804008399994,0.7004195991600006,1.0871004561133808,0.0925632724757597,0.995,350.2097995800003,,28.79838458653811,3.6341757111112325,2.4447163138495096,1.055,149.79020041999968,,0.5673688187850369,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,4,0.1,0.05,90,0.1,0.05,0.0,0.0,0.7504794990399987,0.2495205009600013,0.7504794990399987,1.0845387642137148,0.08998870775247722,0.995,375.23974951999935,,25.347500374923417,4.50746692555567,3.2724804981570332,1.055,124.76025048000065,,0.6296719267367997,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,5,0.1,0.05,90,0.1,0.05,0.0,0.0,0.7844794310399996,0.21552056896000032,0.7844794310399996,1.0828602779662007,0.08830178690070406,0.995,392.23971551999983,,18.777685897319852,5.3370935792778855,4.058856473249181,1.055,107.76028448000017,,0.6816158552577086,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,6,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8094993809999996,0.19050061900000037,0.8094993809999996,1.0810491772187854,0.08648158514450802,0.995,404.7496904999998,,20.268657422793318,6.12523890031399,4.805913649586721,1.055,95.25030950000018,,0.731225579550305,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,7,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8284393431199989,0.17156065688000116,0.8284393431199989,1.08062862711786,0.08605892172649242,0.995,414.2196715599994,,13.815860205798286,6.87397695529829,5.515617967107384,1.055,85.78032844000057,,0.7607881308630755,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,8,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8432793134399988,0.15672068656000113,0.8432793134399988,1.0774619362314488,0.08287631782055166,0.995,421.63965671999944,,45.629222103257845,7.585278107533374,6.189837068752014,1.055,78.36034328000056,,0.78482725905285,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,9,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8550392899199992,0.1449607100800008,0.8550392899199992,1.086716040463845,0.09217692508929148,0.995,427.5196449599996,,4.719014152249061,8.261014202156705,6.830345215314412,1.055,72.4803550400004,,0.7924106973134263,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,10,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8646592706799997,0.13534072932000027,0.8646592706799997,1.2435414274240144,0.2497903793206176,0.995,432.32963533999987,,1.308219029382952,8.902963492048869,7.438827954548691,1.055,67.67036466000013,,0.8048212244282387,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,11,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8714192571599993,0.12858074284000065,0.8714192571599993,2.176364356052813,1.1873008603545858,0.995,435.7096285799997,,0.2,9.512815317446425,8.016886556821255,1.055,64.29037142000033,,0.6848387422365295,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,12,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8674792650399993,0.13252073496000072,0.8674792650399993,3.0625461382501715,2.0779358173368556,0.995,433.73963251999965,,0.2,10.0921745515741,8.56604222898019,1.055,66.26036748000035,,0.4556714148654134,0.2,0.5,0.8
20260218-145005_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,13,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8640992717999993,0.13590072820000068,0.8640992717999993,3.904418831337662,2.924039026470012,0.995,432.04963589999966,,0.2,10.642565823995394,9.08774011753118,1.055,67.95036410000034,,0.42610563857085565,0.2,0.5,0.8
