tau,sigma,tau_after,sigma_after,switch_cycle,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.0,0.0,0.0,0.0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.534865930268004,0.534865930268004
