tau,sigma,tau_after,sigma_after,switch_cycle,rho,gamma,delta,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,20,0.00032319935359885986,-0.0003139993720001,0.009895252039449189,-0.0168409663180004,0.0198439603119956,0.5,0.5332649334700041,0.5335881328236031
