tau,sigma,tau_after,sigma_after,switch_cycle,rho,gamma,delta,cycle,s1_mean,s1_std,s2_mean,s2_std
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,80,0.6577156845680002,0.024988680619392085,0.3422843154319998,0.024988680619392068
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,81,0.6568876862240003,0.02583981421530885,0.3431123137759997,0.025839814215308864
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,82,0.6540736918520003,0.027157317157164157,0.34592630814799963,0.027157317157164178
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,83,0.6549436901120003,0.023805823932898918,0.3450563098879997,0.023805823932898935
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,84,0.6500056999880003,0.042969663566771024,0.3499943000119997,0.042969663566771024
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,85,0.6483977032040003,0.04285361346352029,0.3516022967959997,0.04285361346352032
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,86,0.6443497113000003,0.044901806299648885,0.3556502886999997,0.04490180629964891
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,87,0.6455687088620004,0.03214030186200897,0.3544312911379996,0.03214030186200896
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,88,0.6458627082740003,0.03158071065317767,0.3541372917259996,0.031580710653177704
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,89,0.6450717098560004,0.03197345957345014,0.3549282901439996,0.03197345957345015
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,90,0.6456047087900004,0.030834286830475375,0.3543952912099996,0.030834286830475396
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,91,0.5321949356100002,0.032335884932869,0.4678050643899998,0.03233588493286902
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,92,0.5294909410180006,0.031073679331034207,0.4705090589819993,0.031073679331034214
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,93,0.5285209429580011,0.029781005757615622,0.47147905704199894,0.029781005757615622
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,94,0.4780720438559999,0.027029461504127435,0.521927956144,0.02702946150412742
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,95,0.47891804216399986,0.02645993625931847,0.5210819578360001,0.026459936259318445
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,96,0.48024903950199993,0.025661116944953804,0.5197509604980001,0.025661116944953814
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,97,0.48192503614999993,0.0246771302806177,0.51807496385,0.024677130280617677
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,98,0.49132801734400056,0.023030707199938473,0.5086719826559994,0.0230307071999385
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,99,0.4929030141940006,0.022222368399680306,0.5070969858059994,0.022222368399680312
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,100,0.5050789898420014,0.023635234541081126,0.4949210101579986,0.02363523454108112
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,101,0.5140429719140016,0.023817490595573407,0.4859570280859984,0.02381749059557338
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,102,0.5179649640700019,0.022186923707160706,0.48203503592999813,0.022186923707160706
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,103,0.518766962466002,0.021415339024342867,0.48123303753399804,0.021415339024342873
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,104,0.5195259609480021,0.02055062348006254,0.48047403905199787,0.02055062348006254
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,105,0.5202259595480021,0.019716985109277087,0.47977404045199784,0.01971698510927708
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,106,0.5243109513780022,0.02036443967455707,0.47568904862199773,0.020364439674557068
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,107,0.5248209503580024,0.01956206868924001,0.4751790496419976,0.019562068689239993
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,108,0.5253109493780024,0.018789712677936072,0.4746890506219975,0.01878971267793606
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,109,0.5257669484660026,0.01798052930719221,0.4742330515339974,0.017980529307192204
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,110,0.5261989476020027,0.01719473283773534,0.4738010523979973,0.017194732837735333
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,111,0.5265999468000028,0.01642671170659021,0.47340005319999723,0.01642671170659017
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,112,0.5269729460540028,0.015697279504818,0.4730270539459972,0.01569727950481802
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,113,0.5272949454100029,0.015004559990304105,0.47270505458999706,0.015004559990304043
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,114,0.527655944688003,0.0142933818934626,0.47234405531199697,0.01429338189346259
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,115,0.5332829334340029,0.016225459221072727,0.4667170665659971,0.016225459221072755
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,116,0.5333919332160029,0.015604562446459603,0.4666080667839971,0.0156045624464596
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,117,0.5335259329480031,0.015001658462994717,0.46647406705199695,0.01500165846299469
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,118,0.5371279257440028,0.01391097410944593,0.46287207425599713,0.013910974109445947
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,119,0.536748926502003,0.013193082620499117,0.46325107349799693,0.013193082620499102
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,120,0.536670926658003,0.012651550800033497,0.4633290733419969,0.012651550800033478
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,121,0.536622926754003,0.01213974641975697,0.4633770732459969,0.012139746419756986
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,122,0.5365419269160031,0.011615688269995079,0.4634580730839969,0.011615688269995086
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,123,0.5364729270540032,0.01110742294116176,0.4635270729459968,0.011107422941161776
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,124,0.5363849272300032,0.01062137895233551,0.46361507276999675,0.010621378952335486
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,125,0.5362909274180032,0.010162108493329481,0.46370907258199673,0.01016210849332947
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,126,0.5361639276720033,0.009712810071561587,0.46383607232799673,0.009712810071561585
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,127,0.5360499279000034,0.00929136848720557,0.4639500720999966,0.00929136848720556
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,128,0.5359429281140035,0.008894861340214172,0.46405707188599654,0.008894861340214177
0.1,0.05,0.0,0.0,90,0.2,0.3,0.5,129,0.5358209283580034,0.008472945563385969,0.46417907164199657,0.008472945563385964
