tau,sigma,tau_after,sigma_after,switch_cycle,cycle,s1_mean,s1_std,s2_mean,s2_std
0.1,0.05,0.0,0.0,60,34,0.7151475697039998,0.01029963171981429,0.28485243029600016,0.01029963171981427
0.1,0.05,0.0,0.0,60,35,0.7129725740539998,0.01008043779651712,0.28702742594600017,0.010080437796517119
0.1,0.05,0.0,0.0,60,36,0.7108385783219997,0.009695827738853096,0.2891614216780002,0.009695827738853096
0.1,0.05,0.0,0.0,60,37,0.7089295821399999,0.009359321114089658,0.29107041786000015,0.009359321114089679
0.1,0.05,0.0,0.0,60,38,0.7070415859159999,0.009016836126550057,0.2929584140840001,0.009016836126550042
0.1,0.05,0.0,0.0,60,39,0.7052375895239998,0.008710450328907318,0.29476241047600016,0.008710450328907346
0.1,0.05,0.0,0.0,60,40,0.70348459303,0.008390393471993409,0.29651540697,0.008390393471993444
0.1,0.05,0.0,0.0,60,41,0.701875596248,0.00809983850983869,0.298124403752,0.008099838509838687
0.1,0.05,0.0,0.0,60,42,0.700313599372,0.00778612352905205,0.29968640062799995,0.007786123529052015
0.1,0.05,0.0,0.0,60,43,0.6988206023579999,0.007455617999846691,0.301179397642,0.007455617999846697
0.1,0.05,0.0,0.0,60,44,0.6973976052040001,0.007222671743953287,0.302602394796,0.00722267174395328
0.1,0.05,0.0,0.0,60,45,0.696075607848,0.006973386945159103,0.30392439215199996,0.006973386945159105
0.1,0.05,0.0,0.0,60,46,0.694736610526,0.006724631796684336,0.30526338947399995,0.0067246317966843105
0.1,0.05,0.0,0.0,60,47,0.6934896130199999,0.006468868035994795,0.30651038698000016,0.006468868035994841
0.1,0.05,0.0,0.0,60,48,0.6923736152519998,0.006248979336494038,0.30762638474800014,0.006248979336494033
0.1,0.05,0.0,0.0,60,49,0.6911786176419998,0.006045577775996696,0.3088213823580001,0.0060455777759966835
0.1,0.05,0.0,0.0,60,50,0.690048619902,0.005849599983795118,0.309951380098,0.005849599983795144
0.1,0.05,0.0,0.0,60,51,0.689022621954,0.005631816615741806,0.310977378046,0.00563181661574181
0.1,0.05,0.0,0.0,60,52,0.6880846238299999,0.00548470415535079,0.3119153761700001,0.005484704155350759
0.1,0.05,0.0,0.0,60,53,0.6871486257019999,0.005276521302336656,0.31285137429800003,0.005276521302336665
0.1,0.05,0.0,0.0,60,54,0.68623462753,0.005076552608594862,0.31376537247,0.005076552608594896
0.1,0.05,0.0,0.0,60,55,0.6853876292239999,0.004898365444082125,0.31461237077600007,0.0048983654440821174
0.1,0.05,0.0,0.0,60,56,0.6845726308540001,0.0047171541871279575,0.315427369146,0.004717154187127947
0.1,0.05,0.0,0.0,60,57,0.683787632424,0.0045611283166589215,0.31621236757599996,0.004561128316658944
0.1,0.05,0.0,0.0,60,58,0.6829906340180001,0.004411237450865206,0.3170093659819999,0.004411237450865193
0.1,0.05,0.0,0.0,60,59,0.682300635398,0.0042620467004078535,0.3176993646019999,0.00426204670040783
0.1,0.05,0.0,0.0,60,60,0.6816176367640001,0.004169777215939878,0.31838236323599994,0.004169777215939892
0.1,0.05,0.0,0.0,60,61,0.5848588302820006,0.004878861876257281,0.4151411697179993,0.00487886187625728
0.1,0.05,0.0,0.0,60,62,0.579917840164,0.004810688544370072,0.42008215983599995,0.004810688544370059
0.1,0.05,0.0,0.0,60,63,0.576645846708,0.004608459417858604,0.42335415329200005,0.0046084594178586
0.1,0.05,0.0,0.0,60,64,0.49646600706800026,0.026988978570263816,0.5035339929319997,0.026988978570263833
0.1,0.05,0.0,0.0,60,65,0.49005901988200007,0.020744225417619166,0.5099409801179999,0.02074422541761912
0.1,0.05,0.0,0.0,60,66,0.489804020392,0.020275003586407964,0.510195979608,0.02027500358640794
0.1,0.05,0.0,0.0,60,67,0.48991702016600003,0.019750168253322604,0.510082979834,0.019750168253322594
0.1,0.05,0.0,0.0,60,68,0.490364019272,0.019215684954967407,0.509635980728,0.01921568495496738
0.1,0.05,0.0,0.0,60,69,0.491127017746,0.01856640489227823,0.5088729822539999,0.018566404892278215
0.1,0.05,0.0,0.0,60,70,0.4920790158420001,0.017896769537304062,0.5079209841579999,0.017896769537304076
0.1,0.05,0.0,0.0,60,71,0.4932740134520001,0.017185095186853967,0.5067259865479998,0.017185095186853953
0.1,0.05,0.0,0.0,60,72,0.4945260109480003,0.01646380188813585,0.5054739890519997,0.016463801888135846
0.1,0.05,0.0,0.0,60,73,0.49592700814600044,0.015748214554552248,0.5040729918539996,0.01574821455455223
0.1,0.05,0.0,0.0,60,74,0.49726000548000054,0.01511083585815327,0.5027399945199995,0.015110835858153258
0.1,0.05,0.0,0.0,60,75,0.4987320025360006,0.01447484132510835,0.5012679974639993,0.01447484132510839
0.1,0.05,0.0,0.0,60,76,0.5002069995860008,0.013809963080881272,0.49979300041399916,0.01380996308088131
0.1,0.05,0.0,0.0,60,77,0.5016519966960009,0.013190620065497677,0.49834800330399903,0.01319062006549767
0.1,0.05,0.0,0.0,60,78,0.5030729938540011,0.012573518129425964,0.4969270061459989,0.012573518129425974
0.1,0.05,0.0,0.0,60,79,0.5044389911220013,0.012034105423797932,0.4955610088779987,0.012034105423797984
0.1,0.05,0.0,0.0,60,80,0.5058119883760015,0.011503941343089083,0.4941880116239985,0.011503941343089099
0.1,0.05,0.0,0.0,60,81,0.5071649856700017,0.010970817636614076,0.4928350143299983,0.010970817636614054
0.1,0.05,0.0,0.0,60,82,0.5091559816880019,0.010428045725529555,0.49084401831199803,0.010428045725529533
0.1,0.05,0.0,0.0,60,83,0.5104779790440022,0.009967719395404263,0.48952202095599784,0.009967719395404305
0.1,0.05,0.0,0.0,60,84,0.5116519766960023,0.009474890631752378,0.4883480233039976,0.00947489063175236
0.1,0.05,0.0,0.0,60,85,0.5195929608140023,0.021534404512400195,0.4804070391859977,0.02153440451240017
0.1,0.05,0.0,0.0,60,86,0.5205199589600024,0.020986952495016867,0.4794800410399976,0.0209869524950169
0.1,0.05,0.0,0.0,60,87,0.5247569504860025,0.024052251293083502,0.47524304951399754,0.02405225129308354
0.1,0.05,0.0,0.0,60,88,0.5278869442260025,0.024081008183836725,0.47211305577399754,0.024081008183836756
0.1,0.05,0.0,0.0,60,89,0.5345199309600023,0.026867952673488082,0.4654800690399976,0.026867952673488148
0.1,0.05,0.0,0.0,60,90,0.5351059297880024,0.02592723602599581,0.4648940702119975,0.02592723602599581
0.1,0.05,0.0,0.0,60,91,0.5391979216040024,0.026903029875426945,0.46080207839599757,0.026903029875426945
0.1,0.05,0.0,0.0,60,92,0.5440869118260022,0.026632205983083697,0.4559130881739978,0.026632205983083686
0.1,0.05,0.0,0.0,60,93,0.547102905794002,0.026030158950306817,0.45289709420599794,0.026030158950306803
0.1,0.05,0.0,0.0,60,94,0.5469199061600021,0.025186358660625154,0.4530800938399979,0.025186358660625133
0.1,0.05,0.0,0.0,60,95,0.546663906672002,0.02432264909278868,0.45333609332799785,0.024322649092788667
0.1,0.05,0.0,0.0,60,96,0.546401907196002,0.023481908392667502,0.4535980928039979,0.023481908392667485
0.1,0.05,0.0,0.0,60,97,0.5466989066020023,0.02210555353188456,0.4533010933979978,0.022105553531884526
0.1,0.05,0.0,0.0,60,98,0.5463849072300022,0.021231341333270135,0.45361509276999784,0.021231341333270155
0.1,0.05,0.0,0.0,60,99,0.5435639128720018,0.024010413383266094,0.4564360871279981,0.024010413383266076
