tau,sigma,tau_after,sigma_after,switch_cycle,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.1,0.05,0.0,0.0,60,20,-0.004182591634801775,-0.0063079873840015,0.013122582322480992,-0.0213709572580012,0.0238049523899959,0.35,0.534865930268004,0.5306833386332022
