run_id,seed,households,cycles,tau,sigma,switch_cycle,tau_after,sigma_after,post_window,tipping_point,s_base_mean,s_post_mean,H_delta,rho,gamma,delta
20251229-175913_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,1,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5366799266400034,0.5377989244020006,0.001118997761997198,0.2,0.7,0.5
20251229-180010_seed2_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,2,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5368599262800033,0.5402009195980029,0.00334099331799953,0.2,0.7,0.5
20251229-180107_seed3_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,3,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5365599268800041,0.5225809548380037,-0.013978972042000382,0.2,0.7,0.5
20251229-180205_seed4_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,4,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5370399259200033,0.5402859194280027,0.0032459935079994784,0.2,0.7,0.5
20251229-180302_seed5_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,5,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5367399265200035,0.5392189215620034,0.0024789950419998874,0.2,0.7,0.5
20251229-180400_seed6_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,6,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5368399263200041,0.5401969196060035,0.0033569932859993656,0.2,0.7,0.5
20251229-180457_seed7_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,7,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5364999270000032,0.5390929218140031,0.0025929948139999937,0.2,0.7,0.5
20251229-180555_seed8_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,8,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5364799270400039,0.5403209193580032,0.003840992317999281,0.2,0.7,0.5
20251229-180652_seed9_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,9,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5363599272800037,0.5359739280520037,-0.000385999227999978,0.2,0.7,0.5
20251229-180750_seed10_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,10,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5376599246800033,0.515085969828003,-0.02257395485200031,0.2,0.7,0.5
20251229-180847_seed11_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,11,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5371199257600032,0.5399929200140025,0.002872994253999228,0.2,0.7,0.5
20251229-182959_seed12_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,12,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5374599250800036,0.5401649196700029,0.0027049945899992878,0.2,0.7,0.5
20251229-183057_seed13_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,13,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5376399247200034,0.5244289511420039,-0.013210973577999496,0.2,0.7,0.5
20251229-183155_seed14_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,14,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5362599274800033,0.5270779458440039,-0.00918198163599937,0.2,0.7,0.5
20251229-183252_seed15_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,15,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5364799270400036,0.5395919208160024,0.0031119937759988003,0.2,0.7,0.5
20251229-183350_seed16_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,16,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5364199271600031,0.5390609218780025,0.00264099471799939,0.2,0.7,0.5
20251229-183447_seed17_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,17,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5366799266400034,0.5385159229680025,0.0018359963279991343,0.2,0.7,0.5
20251229-183545_seed18_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,18,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5358199283600029,0.5379419241160031,0.002121995756000139,0.2,0.7,0.5
20251229-183642_seed19_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,19,500,130,0.1,0.05,90,0.0,0.0,20,3,0.536659926680003,0.5398489203020025,0.0031889936219995363,0.2,0.7,0.5
20251229-183740_seed20_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,20,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5368799262400039,0.5387629224740037,0.0018829962339997897,0.2,0.7,0.5
