tau,sigma,tau_after,sigma_after,switch_cycle,rho,gamma,delta,cycle,s1_mean,s1_std,s2_mean,s2_std
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,57,0.6687076625840002,0.011368764449512023,0.3312923374159998,0.011368764449512014
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,58,0.6684226631540001,0.010791476581372436,0.33157733684599977,0.010791476581372451
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,59,0.6681896636200002,0.010251405071954862,0.33181033637999974,0.010251405071954867
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,60,0.6678966642060001,0.009772294247003445,0.3321033357939998,0.009772294247003448
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,61,0.6676136647720001,0.009289906013352124,0.33238633522799976,0.009289906013352117
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,62,0.6673726652540002,0.00884983457381711,0.33262733474599976,0.008849834573817099
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,63,0.6671596656800002,0.008421474461380996,0.3328403343199998,0.008421474461380989
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,64,0.6669396661200002,0.008024973866393498,0.3330603338799998,0.008024973866393507
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,65,0.6667356665280002,0.007661097967766176,0.3332643334719998,0.007661097967766184
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,66,0.6665146669700002,0.007331106814397685,0.3334853330299998,0.007331106814397694
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,67,0.6663396673200002,0.006986487297304211,0.3336603326799998,0.006986487297304223
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,68,0.6661366677260002,0.006662640721493864,0.3338633322739998,0.0066626407214938595
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,69,0.6659686680620002,0.006380442510751676,0.33403133193799983,0.0063804425107516745
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,70,0.6658476683040002,0.006109998202917843,0.33415233169599984,0.006109998202917838
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,71,0.6657256685480002,0.005870141490007594,0.33427433145199986,0.005870141490007583
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,72,0.665571668856,0.005619771112467081,0.3344283311439999,0.005619771112467068
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,73,0.6654416691160001,0.005399259717488031,0.3345583308839999,0.005399259717488026
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,74,0.6652756694480002,0.005179254372867503,0.33472433055199985,0.005179254372867504
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,75,0.6651496697000001,0.00496100228369138,0.3348503302999999,0.004961002283691363
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,76,0.6650366699260001,0.0047745117551520255,0.3349633300739999,0.004774511755152015
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,77,0.664930670138,0.004593397873424579,0.3350693298619999,0.004593397873424564
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,78,0.664827670344,0.004435443518055649,0.33517232965599986,0.004435443518055621
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,79,0.6647166705660001,0.004264949173336126,0.33528332943399985,0.004264949173336098
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,80,0.6646146707700001,0.004097893064213433,0.33538532922999986,0.004097893064213425
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,81,0.6645136709720002,0.003960481681927929,0.3354863290279998,0.003960481681927923
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,82,0.6644226711540002,0.003835599876899859,0.33557732884599983,0.003835599876899862
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,83,0.6643296713400002,0.0037245313779025206,0.33567032865999985,0.0037245313779024967
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,84,0.6642486715020002,0.0036421290176941144,0.3357513284979998,0.0036421290176941214
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,85,0.6641616716760002,0.003545040753097021,0.33583832832399985,0.0035450407530969934
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,86,0.6640836718320002,0.0034572910872665836,0.3359163281679998,0.0034572910872665862
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,87,0.6612106775780002,0.012811616245283175,0.33878932242199983,0.012811616245283137
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,88,0.6610126779740002,0.013449750676379041,0.33898732202599985,0.013449750676379057
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,89,0.6610616778760001,0.013016669157179563,0.33893832212399977,0.013016669157179571
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,90,0.6611186777620002,0.012561752281690965,0.33888132223799977,0.012561752281690952
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,91,0.5487309025380003,0.014092163718637495,0.4512690974619996,0.014092163718637526
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,92,0.5455199089600009,0.013675202658189875,0.45448009103999915,0.013675202658189866
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,93,0.5430539138920014,0.013144410356979956,0.45694608610799864,0.013144410356979972
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,94,0.5305059389880031,0.01386729864978951,0.46949406101199687,0.01386729864978951
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,95,0.5294579410840035,0.012835328300997192,0.47054205891599654,0.012835328300997201
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,96,0.5283229433540036,0.012360767750030286,0.4716770566459963,0.012360767750030258
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,97,0.5275429449140037,0.01188670881286697,0.4724570550859963,0.011886708812866954
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,98,0.5268749462500038,0.011343001834032895,0.4731250537499962,0.011343001834032921
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,99,0.5264219471560038,0.010884176144659023,0.47357805284399623,0.010884176144659027
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,100,0.5260499479000038,0.010474747732748162,0.4739500520999962,0.010474747732748162
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,101,0.5258259483480039,0.010052530448444971,0.4741740516519961,0.010052530448444959
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,102,0.525697948604004,0.009639146223877515,0.474302051395996,0.009639146223877511
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,103,0.525638948722004,0.009225519273946705,0.474361051277996,0.00922551927394672
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,104,0.525598948802004,0.00885778401953169,0.474401051197996,0.008857784019531674
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,105,0.5255879488240041,0.008494224776259766,0.47441205117599594,0.008494224776259789
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,106,0.5256139487720041,0.008151514647754585,0.47438605122799593,0.00815151464775458
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,107,0.525687948624004,0.007766512919896721,0.4743120513759959,0.007766512919896721
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,108,0.5267719464560042,0.00529519240257228,0.4732280535439958,0.0052951924025722895
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,109,0.5268259463480043,0.005088251236821622,0.47317405365199566,0.005088251236821593
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,110,0.5269019461960043,0.00487633875175232,0.4730980538039956,0.004876338751752311
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,111,0.5269819460360043,0.004672719599117926,0.47301805396399565,0.004672719599117923
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,112,0.5270799458400044,0.004457944355318197,0.47292005415999566,0.00445794435531822
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,113,0.5271669456660043,0.004274485080611007,0.4728330543339957,0.004274485080610988
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,114,0.5272689454620043,0.004085826021324962,0.47273105453799563,0.004085826021324951
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,115,0.5273539452920043,0.003924093658075947,0.4726460547079956,0.003924093658075955
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,116,0.5274499451000043,0.00374185526657771,0.4725500548999956,0.0037418552665777084
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,117,0.5275409449180043,0.0035767156923715007,0.4724590550819956,0.003576715692371523
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,118,0.5276189447620043,0.003445603435893675,0.4723810552379956,0.0034456034358936755
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,119,0.5277049445900044,0.0032977494198479936,0.4722950554099956,0.0032977494198479936
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,120,0.5277909444180044,0.003123699210770847,0.4722090555819956,0.003123699210770833
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,121,0.5278719442560045,0.002989177328509361,0.4721280557439956,0.002989177328509333
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,122,0.5279329441340044,0.0028808440763644755,0.47206705586599557,0.002880844076364458
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,123,0.5280159439680044,0.0027576716154743665,0.47198405603199556,0.0027576716154743756
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,124,0.5280759438480044,0.0026504492777781963,0.4719240561519955,0.0026504492777781915
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,125,0.5281329437340044,0.002556911409103016,0.47186705626599557,0.002556911409103035
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,126,0.5281869436260045,0.0024729840828779633,0.47181305637399557,0.002472984082877976
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,127,0.5282419435160045,0.0023858826831081987,0.4717580564839955,0.0023858826831082
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,128,0.5282959434080045,0.002302475522389894,0.47170405659199555,0.0023024755223898944
0.1,0.05,0.0,0.0,90,0.2,0.5,0.3,129,0.5283479433040045,0.002223368050871632,0.4716520566959955,0.0022233680508716674
