tau,sigma,tau_after,sigma_after,switch_cycle,rho,gamma,delta,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.1,0.05,0.0,0.0,90,0.2,0.5,0.7,20,-0.002716294567399788,-0.00204999589999975,0.0035781871118213734,-0.0131929736139987,0.0016979966039994,0.3,0.5411449177100027,0.538428623142603
