tau,sigma,tau_after,sigma_after,switch_cycle,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.1,0.05,0.0,0.0,90,20,0.06979836040299674,0.07793834412299724,0.01698987822991781,0.0226029547939951,0.0843918312159967,1.0,0.534865930268004,0.6046642906710007
