run_id,cycle,tau_t,sigma_t,switch_cycle,tau,sigma,tau_after,sigma_after,s1,s2,peer_signal,price_1,markup_1,unit_cost_1,quantity_1,profit_1,elasticity_1,price_2,markup_2,unit_cost_2,quantity_2,profit_2,elasticity_2,rho,gamma,delta
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,0,0.1,0.05,90,0.1,0.05,0.0,0.0,0.5180599638800041,0.481940036119996,0.5180599638800041,1.0945,0.1,0.995,259.029981940002,,,1.1605,0.1,1.055,240.97001805999798,,,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,1,0.1,0.05,90,0.1,0.05,0.0,0.0,0.5338399323200039,0.466160067679996,0.5338399323200039,1.099503823652616,0.10502896849509155,0.995,266.919966160002,,5.985557589942714,2.157474999999999,1.0449999999999993,1.055,233.080033839998,,0.6218721000648637,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,2,0.1,0.05,90,0.1,0.05,0.0,0.0,0.6367997264000008,0.3632002735999991,0.6367997264000008,1.0956030458838437,0.10110858882798372,0.995,318.3998632000004,,38.563799550367975,3.104601249999998,1.9427499999999984,1.055,181.60013679999958,,0.4131552182202432,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,3,0.1,0.05,90,0.1,0.05,0.0,0.0,0.7062195875600001,0.29378041243999986,0.7062195875600001,1.0923441460626702,0.09783331262579918,0.995,353.1097937800001,,29.08746960573937,4.004371187499998,2.7956124999999976,1.055,146.89020621999992,,0.5870571771019675,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,4,0.1,0.05,90,0.1,0.05,0.0,0.0,0.75255949488,0.24744050512000001,0.75255949488,1.0899244124100218,0.09540141950755962,0.995,376.27974744,,21.327082986220567,4.8591526281249955,3.6058318749999967,1.055,123.72025256,,0.6764815234400429,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,5,0.1,0.05,90,0.1,0.05,0.0,0.0,0.7853394293200001,0.21466057067999986,0.7853394293200001,1.0879082598299004,0.09337513550743758,0.995,392.66971466000007,,19.22298904795115,5.671194996718745,4.375540281249996,1.055,107.33028533999993,,0.7355673318085283,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,6,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8092393815199994,0.19076061848000064,0.8092393815199994,1.0865379852157044,0.09199797509116017,0.995,404.6196907599997,,16.19019786914425,6.442635246882807,5.106763267187495,1.055,95.38030924000032,,0.7644597219429096,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,7,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8278393443199985,0.17216065568000147,0.8278393443199985,1.0848824878239212,0.0903341586170062,0.995,413.91967215999927,,18.029495506208814,7.175503484538666,5.8014251038281195,1.055,86.08032784000073,,0.8047830808031047,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,8,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8423593152799985,0.15764068472000145,0.8423593152799985,1.0851707111635125,0.09062383031508785,0.995,421.1796576399993,,11.402840362218868,7.871728310311732,6.461353848636713,1.055,78.82034236000072,,0.8180977262656879,0.2,0.5,0.3
20251230-111712_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,9,0.1,0.05,90,0.1,0.05,0.0,0.0,0.8541992915999996,0.14580070840000042,0.8541992915999996,1.081627370230172,0.08706268364841413,0.995,427.0996457999998,,52.544008555259346,8.533141894796145,7.088286156204876,1.055,72.90035420000021,,0.8433019725229489,0.2,0.5,0.3
