tau,sigma,tau_after,sigma_after,switch_cycle,rho,gamma,delta,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.1,0.05,0.0,0.0,90,0.2,0.5,0.5,20,0.00023784952429956187,0.00019249961499996827,0.005584900988697869,-0.0093309813379998,0.0131319737359956,0.5,0.534865930268004,0.5351037797923035
