run_id,seed,households,cycles,tau,sigma,switch_cycle,tau_after,sigma_after,post_window,tipping_point,s_base_mean,s_post_mean,H_delta,rho,gamma,delta
20251229-105917_seed1_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,1,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5349199301600038,0.5413859172280024,0.006465987067998613,0.3,0.5,0.5
20251229-110015_seed2_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,2,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5344399311200043,0.5380449239100034,0.0036049927899990397,0.3,0.5,0.5
20251229-110113_seed3_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,3,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5347799304400046,0.5375799248400038,0.0027999943999992283,0.3,0.5,0.5
20251229-110211_seed4_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,4,500,130,0.1,0.05,90,0.0,0.0,20,3,0.534899930200004,0.5378759242480036,0.0029759940479995306,0.3,0.5,0.5
20251229-110309_seed5_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,5,500,130,0.1,0.05,90,0.0,0.0,20,3,0.534939930120004,0.534960930078004,2.099995800008969e-05,0.3,0.5,0.5
20251229-110407_seed6_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,6,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5350199299600041,0.542865914268001,0.007845984307996878,0.3,0.5,0.5
20251229-110504_seed7_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,7,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5347799304400034,0.5551578896840004,0.02037795924399699,0.3,0.5,0.5
20251229-110603_seed8_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,8,500,130,0.1,0.05,90,0.0,0.0,20,3,0.535039929920004,0.5373049253900042,0.002264995470000142,0.3,0.5,0.5
20251229-110700_seed9_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,9,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5344399311200043,0.5367799264400037,0.0023399953199993995,0.3,0.5,0.5
20251229-110758_seed10_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,10,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5357799284400035,0.5396689206620027,0.0038889922219991213,0.3,0.5,0.5
20251229-110857_seed11_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,11,500,130,0.1,0.05,90,0.0,0.0,20,3,0.535439929120004,0.5545758908480012,0.01913596172799714,0.3,0.5,0.5
20251229-111020_seed12_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,12,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5352399295200032,0.5377159245680033,0.0024759950480001125,0.3,0.5,0.5
20251229-111119_seed13_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,13,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5353199293600037,0.5298409403180042,-0.005478989041999505,0.3,0.5,0.5
20251229-111218_seed14_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,14,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5346399307200038,0.5519798960400004,0.017339965319996598,0.3,0.5,0.5
20251229-111317_seed15_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,15,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5349199301600043,0.5357599284800039,0.0008399983199995908,0.3,0.5,0.5
20251229-111415_seed16_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,16,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5344399311200034,0.5365869268260031,0.0021469957059996325,0.3,0.5,0.5
20251229-111514_seed17_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,17,500,130,0.1,0.05,90,0.0,0.0,20,3,0.534759930480004,0.5372719254560033,0.0025119949759992988,0.3,0.5,0.5
20251229-111613_seed18_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,18,500,130,0.1,0.05,90,0.0,0.0,20,3,0.533979932040004,0.5254259491480042,-0.008553982891999823,0.3,0.5,0.5
20251229-111710_seed19_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,19,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5345399309200036,0.5371749256500034,0.002634994729999729,0.3,0.5,0.5
20251229-111808_seed20_N500_T130_tau0.1_sig0.05_sc90_tauA0.0_sigA0.0,20,500,130,0.1,0.05,90,0.0,0.0,20,3,0.5349999300000043,0.5375209249580036,0.0025209949579992896,0.3,0.5,0.5
