tau,sigma,tau_after,sigma_after,switch_cycle,rho,gamma,delta,n_runs,H_mean,H_median,H_std,H_min,H_max,share_positive,s_base_mean,s_post_mean
0.1,0.05,0.0,0.0,90,0.2,0.5,0.8,20,-0.01881961236069788,-0.010974978049997301,0.031824273862559385,-0.0725568548860001,0.0312399375200026,0.2,0.5522588954819991,0.5334392831213012
